Indicator Name,Indicator Code,Country Name,Country Code,Value_2022
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Indonesia,IDN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Iran, Islamic Rep.",IRN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Iraq,IRQ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ireland,IRL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Isle of Man,IMN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Israel,ISR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Italy,ITA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Jamaica,JAM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Japan,JPN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Jordan,JOR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kazakhstan,KAZ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kenya,KEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kiribati,KIR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Korea, Dem. People's Rep.",PRK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Korea, Rep.",KOR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kosovo,XKX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kuwait,KWT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kyrgyz Republic,KGZ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lao PDR,LAO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Latvia,LVA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lebanon,LBN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lesotho,LSO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Liberia,LBR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Libya,LBY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Liechtenstein,LIE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lithuania,LTU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Luxembourg,LUX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Macao SAR, China",MAC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Madagascar,MDG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malawi,MWI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malaysia,MYS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Maldives,MDV,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mali,MLI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malta,MLT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Marshall Islands,MHL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mauritania,MRT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mauritius,MUS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mexico,MEX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Micronesia, Fed. Sts.",FSM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Moldova,MDA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Monaco,MCO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mongolia,MNG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Montenegro,MNE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Morocco,MAR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mozambique,MOZ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Myanmar,MMR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Namibia,NAM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nauru,NRU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nepal,NPL,105.5344391
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Netherlands,NLD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,New Caledonia,NCL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,New Zealand,NZL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nicaragua,NIC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Niger,NER,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nigeria,NGA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,North Macedonia,MKD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Northern Mariana Islands,MNP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Norway,NOR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Oman,OMN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Pakistan,PAK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Palau,PLW,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Panama,PAN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Papua New Guinea,PNG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Paraguay,PRY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Peru,PER,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Philippines,PHL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Poland,POL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Portugal,PRT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Puerto Rico,PRI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Qatar,QAT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Romania,ROU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Russian Federation,RUS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Rwanda,RWA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Samoa,WSM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,San Marino,SMR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sao Tome and Principe,STP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Saudi Arabia,SAU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Senegal,SEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Serbia,SRB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Seychelles,SYC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sierra Leone,SLE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Singapore,SGP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sint Maarten (Dutch part),SXM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Slovak Republic,SVK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Slovenia,SVN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Solomon Islands,SLB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Somalia,SOM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Africa,ZAF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Sudan,SSD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Spain,ESP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sri Lanka,LKA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Kitts and Nevis,KNA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Lucia,LCA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Martin (French part),MAF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Vincent and the Grenadines,VCT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sudan,SDN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Suriname,SUR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sweden,SWE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Switzerland,CHE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Syrian Arab Republic,SYR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tajikistan,TJK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tanzania,TZA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Thailand,THA,97.46247101
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Timor-Leste,TLS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Togo,TGO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tonga,TON,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Trinidad and Tobago,TTO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tunisia,TUN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turkiye,TUR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turkmenistan,TKM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turks and Caicos Islands,TCA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tuvalu,TUV,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uganda,UGA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ukraine,UKR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United Arab Emirates,ARE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United Kingdom,GBR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United States,USA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uruguay,URY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uzbekistan,UZB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Vanuatu,VUT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Venezuela, RB",VEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Vietnam,VNM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Virgin Islands (U.S.),VIR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,West Bank and Gaza,PSE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Yemen, Rep.",YEM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Zambia,ZMB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Zimbabwe,ZWE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Africa Eastern and Southern,AFE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Africa Western and Central,AFW,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Arab World,ARB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Caribbean small states,CSS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Central Europe and the Baltics,CEB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Early-demographic dividend,EAR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,East Asia & Pacific,EAS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,East Asia & Pacific (excluding high income),EAP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Euro area,EMU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Europe & Central Asia,ECS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Europe & Central Asia (excluding high income),ECA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,European Union,EUU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Fragile and conflict affected situations,FCS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,High income,HIC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,IBRD only,IBD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,IDA & IBRD total,IBT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,IDA blend,IDB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,IDA only,IDX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,IDA total,IDA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Late-demographic dividend,LTE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Latin America & Caribbean,LCN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Latin America & Caribbean (excluding high income),LAC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Least developed countries: UN classification,LDC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Low & middle income,LMY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Low income,LIC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lower middle income,LMC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Middle East & North Africa,MEA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Middle East & North Africa (excluding high income),MNA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Middle income,MIC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,North America,NAC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Not classified,INX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,OECD members,OED,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Other small states,OSS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Pacific island small states,PSS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Post-demographic dividend,PST,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Pre-demographic dividend,PRE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Small states,SST,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Asia,SAS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Asia (IDA & IBRD),TSA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sub-Saharan Africa,SSF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Upper middle income,UMC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,World,WLD,..
"Population, total",SP.POP.TOTL,Afghanistan,AFG,41128771
"Population, total",SP.POP.TOTL,Albania,ALB,2775634
"Population, total",SP.POP.TOTL,Algeria,DZA,44903225
"Population, total",SP.POP.TOTL,American Samoa,ASM,44273
"Population, total",SP.POP.TOTL,Andorra,AND,79824
"Population, total",SP.POP.TOTL,Angola,AGO,35588987
"Population, total",SP.POP.TOTL,Antigua and Barbuda,ATG,93763
"Population, total",SP.POP.TOTL,Argentina,ARG,46234830
"Population, total",SP.POP.TOTL,Armenia,ARM,2780469
"Population, total",SP.POP.TOTL,Aruba,ABW,106445
"Population, total",SP.POP.TOTL,Australia,AUS,25978935
"Population, total",SP.POP.TOTL,Austria,AUT,9042528
"Population, total",SP.POP.TOTL,Azerbaijan,AZE,10175016
"Population, total",SP.POP.TOTL,"Bahamas, The",BHS,409984
"Population, total",SP.POP.TOTL,Bahrain,BHR,1472233
"Population, total",SP.POP.TOTL,Bangladesh,BGD,171186372
"Population, total",SP.POP.TOTL,Barbados,BRB,281635
"Population, total",SP.POP.TOTL,Belarus,BLR,9208701
"Population, total",SP.POP.TOTL,Belgium,BEL,11669446
"Population, total",SP.POP.TOTL,Belize,BLZ,405272
"Population, total",SP.POP.TOTL,Benin,BEN,13352864
"Population, total",SP.POP.TOTL,Bermuda,BMU,63532
"Population, total",SP.POP.TOTL,Bhutan,BTN,782455
"Population, total",SP.POP.TOTL,Bolivia,BOL,12224110
"Population, total",SP.POP.TOTL,Bosnia and Herzegovina,BIH,3233526
"Population, total",SP.POP.TOTL,Botswana,BWA,2630296
"Population, total",SP.POP.TOTL,Brazil,BRA,215313498
"Population, total",SP.POP.TOTL,British Virgin Islands,VGB,31305
"Population, total",SP.POP.TOTL,Brunei Darussalam,BRN,449002
"Population, total",SP.POP.TOTL,Bulgaria,BGR,6465097
"Population, total",SP.POP.TOTL,Burkina Faso,BFA,22673762
"Population, total",SP.POP.TOTL,Burundi,BDI,12889576
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,593149
"Population, total",SP.POP.TOTL,Cambodia,KHM,16767842
"Population, total",SP.POP.TOTL,Cameroon,CMR,27914536
"Population, total",SP.POP.TOTL,Canada,CAN,38929902
"Population, total",SP.POP.TOTL,Cayman Islands,CYM,68706
"Population, total",SP.POP.TOTL,Central African Republic,CAF,5579144
"Population, total",SP.POP.TOTL,Chad,TCD,17723315
"Population, total",SP.POP.TOTL,Channel Islands,CHI,174079
"Population, total",SP.POP.TOTL,Chile,CHL,19603733
"Population, total",SP.POP.TOTL,China,CHN,1412175000
"Population, total",SP.POP.TOTL,Colombia,COL,51874024
"Population, total",SP.POP.TOTL,Comoros,COM,836774
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",COD,99010212
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,5970424
"Population, total",SP.POP.TOTL,Costa Rica,CRI,5180829
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,28160542
"Population, total",SP.POP.TOTL,Croatia,HRV,3854000
"Population, total",SP.POP.TOTL,Cuba,CUB,11212191
"Population, total",SP.POP.TOTL,Curacao,CUW,149996
"Population, total",SP.POP.TOTL,Cyprus,CYP,1251488
"Population, total",SP.POP.TOTL,Czechia,CZE,10526073
"Population, total",SP.POP.TOTL,Denmark,DNK,5903037
"Population, total",SP.POP.TOTL,Djibouti,DJI,1120849
"Population, total",SP.POP.TOTL,Dominica,DMA,72737
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,11228821
"Population, total",SP.POP.TOTL,Ecuador,ECU,18001000
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,110990103
"Population, total",SP.POP.TOTL,El Salvador,SLV,6336392
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,1674908
"Population, total",SP.POP.TOTL,Eritrea,ERI,3684032
"Population, total",SP.POP.TOTL,Estonia,EST,1344768
"Population, total",SP.POP.TOTL,Eswatini,SWZ,1201670
"Population, total",SP.POP.TOTL,Ethiopia,ETH,123379924
"Population, total",SP.POP.TOTL,Faroe Islands,FRO,53090
"Population, total",SP.POP.TOTL,Fiji,FJI,929766
"Population, total",SP.POP.TOTL,Finland,FIN,5556880
"Population, total",SP.POP.TOTL,France,FRA,67935660
"Population, total",SP.POP.TOTL,French Polynesia,PYF,306279
"Population, total",SP.POP.TOTL,Gabon,GAB,2388992
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,2705992
"Population, total",SP.POP.TOTL,Georgia,GEO,3712502
"Population, total",SP.POP.TOTL,Germany,DEU,84079811
"Population, total",SP.POP.TOTL,Ghana,GHA,33475870
"Population, total",SP.POP.TOTL,Gibraltar,GIB,32649
"Population, total",SP.POP.TOTL,Greece,GRC,10566531
"Population, total",SP.POP.TOTL,Greenland,GRL,56661
"Population, total",SP.POP.TOTL,Grenada,GRD,125438
"Population, total",SP.POP.TOTL,Guam,GUM,171774
"Population, total",SP.POP.TOTL,Guatemala,GTM,17357886
"Population, total",SP.POP.TOTL,Guinea,GIN,13859341
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,2105566
"Population, total",SP.POP.TOTL,Guyana,GUY,808726
"Population, total",SP.POP.TOTL,Haiti,HTI,11584996
"Population, total",SP.POP.TOTL,Honduras,HND,10432860
"Population, total",SP.POP.TOTL,"Hong Kong SAR, China",HKG,7346100
"Population, total",SP.POP.TOTL,Hungary,HUN,9683505
"Population, total",SP.POP.TOTL,Iceland,ISL,381900
"Population, total",SP.POP.TOTL,India,IND,1417173173
"Population, total",SP.POP.TOTL,Indonesia,IDN,275501339
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,88550570
"Population, total",SP.POP.TOTL,Iraq,IRQ,44496122
"Population, total",SP.POP.TOTL,Ireland,IRL,5086988
"Population, total",SP.POP.TOTL,Isle of Man,IMN,84519
"Population, total",SP.POP.TOTL,Israel,ISR,9550600
"Population, total",SP.POP.TOTL,Italy,ITA,58856847
"Population, total",SP.POP.TOTL,Jamaica,JAM,2827377
"Population, total",SP.POP.TOTL,Japan,JPN,125124989
"Population, total",SP.POP.TOTL,Jordan,JOR,11285869
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,19621972
"Population, total",SP.POP.TOTL,Kenya,KEN,54027487
"Population, total",SP.POP.TOTL,Kiribati,KIR,131232
"Population, total",SP.POP.TOTL,"Korea, Dem. People's Rep.",PRK,26069416
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,51628117
"Population, total",SP.POP.TOTL,Kosovo,XKX,1761985
"Population, total",SP.POP.TOTL,Kuwait,KWT,4268873
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,6803300
"Population, total",SP.POP.TOTL,Lao PDR,LAO,7529475
"Population, total",SP.POP.TOTL,Latvia,LVA,1883379
"Population, total",SP.POP.TOTL,Lebanon,LBN,5489739
"Population, total",SP.POP.TOTL,Lesotho,LSO,2305825
"Population, total",SP.POP.TOTL,Liberia,LBR,5302681
"Population, total",SP.POP.TOTL,Libya,LBY,6812341
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,39327
"Population, total",SP.POP.TOTL,Lithuania,LTU,2833000
"Population, total",SP.POP.TOTL,Luxembourg,LUX,650774
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,695168
"Population, total",SP.POP.TOTL,Madagascar,MDG,29611714
"Population, total",SP.POP.TOTL,Malawi,MWI,20405317
"Population, total",SP.POP.TOTL,Malaysia,MYS,33938221
"Population, total",SP.POP.TOTL,Maldives,MDV,523787
"Population, total",SP.POP.TOTL,Mali,MLI,22593590
"Population, total",SP.POP.TOTL,Malta,MLT,523417
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,41569
"Population, total",SP.POP.TOTL,Mauritania,MRT,4736139
"Population, total",SP.POP.TOTL,Mauritius,MUS,1262523
"Population, total",SP.POP.TOTL,Mexico,MEX,127504125
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,114164
"Population, total",SP.POP.TOTL,Moldova,MDA,2592477
"Population, total",SP.POP.TOTL,Monaco,MCO,36469
"Population, total",SP.POP.TOTL,Mongolia,MNG,3398366
"Population, total",SP.POP.TOTL,Montenegro,MNE,616159
"Population, total",SP.POP.TOTL,Morocco,MAR,37457971
"Population, total",SP.POP.TOTL,Mozambique,MOZ,32969518
"Population, total",SP.POP.TOTL,Myanmar,MMR,54179306
"Population, total",SP.POP.TOTL,Namibia,NAM,2567012
"Population, total",SP.POP.TOTL,Nauru,NRU,12668
"Population, total",SP.POP.TOTL,Nepal,NPL,30547580
"Population, total",SP.POP.TOTL,Netherlands,NLD,17703090
"Population, total",SP.POP.TOTL,New Caledonia,NCL,276780
"Population, total",SP.POP.TOTL,New Zealand,NZL,5124100
"Population, total",SP.POP.TOTL,Nicaragua,NIC,6948392
"Population, total",SP.POP.TOTL,Niger,NER,26207977
"Population, total",SP.POP.TOTL,Nigeria,NGA,218541212
"Population, total",SP.POP.TOTL,North Macedonia,MKD,2057679
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,49551
"Population, total",SP.POP.TOTL,Norway,NOR,5457127
"Population, total",SP.POP.TOTL,Oman,OMN,4576298
"Population, total",SP.POP.TOTL,Pakistan,PAK,235824862
"Population, total",SP.POP.TOTL,Palau,PLW,18055
"Population, total",SP.POP.TOTL,Panama,PAN,4408581
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,10142619
"Population, total",SP.POP.TOTL,Paraguay,PRY,6780744
"Population, total",SP.POP.TOTL,Peru,PER,34049588
"Population, total",SP.POP.TOTL,Philippines,PHL,115559009
"Population, total",SP.POP.TOTL,Poland,POL,37561599
"Population, total",SP.POP.TOTL,Portugal,PRT,10379007
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3221789
"Population, total",SP.POP.TOTL,Qatar,QAT,2695122
"Population, total",SP.POP.TOTL,Romania,ROU,18956666
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143555736
"Population, total",SP.POP.TOTL,Rwanda,RWA,13776698
"Population, total",SP.POP.TOTL,Samoa,WSM,222382
"Population, total",SP.POP.TOTL,San Marino,SMR,33660
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,227380
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,36408820
"Population, total",SP.POP.TOTL,Senegal,SEN,17316449
